5022005,0
5028005,0
5034005,0
5040005,0
5046004,0
5052002,0
5058000,0
5064001,0
5070003,0
5076014,0
5082002,0
5088004,0
5094003,0
5100002,0
5106005,0
5112005,0
5118003,0
5124001,0
5130002,0
5136002,0
5142004,0
5148003,0
5154005,0
5160003,0
5166002,0
5172002,0
5178001,0
5184005,0
5190005,0
5196002,0
5202003,0
5208001,0
5214006,0
5220002,0
5226002,0
5232003,0
5238005,0
5244005,0
5250004,0
5256003,0
5262002,0
5268003,0
5274006,0
5280002,0
5286003,0
5292005,0
5298004,0
5304003,0
5310004,0
5316002,0
5322003,0
5328001,0
5334005,0
5340004,0
5346002,0
5352003,0
5358006,0
5364012,0
5370002,0
5376004,0
5382005,0
5388005,0
5394002,0
5400002,0
5406006,0
5412006,0
5418001,0
5424005,0
5430005,0
5436004,0
5442003,0
5448001,0
5454000,0
5460004,0
5466005,0
5472005,0
5478004,0
5484000,0
5490002,0
5496003,0
5502001,0
5508002,0
5514004,0
5520001,0
5526002,0
5532005,0
5538005,0
5544003,0
5550005,0
5556005,0
5562003,0
5568001,0
5574001,0
5580001,0
5586001,0
5592002,0
5598003,0
5604004,0
5610001,0
5616001,0
5622004,0
5628004,0
5634004,0
5640003,0
5646001,0
5652001,0
5658003,0
5664004,0
5670003,0
5676003,0
5682003,0
5688001,0
5694005,0
5700000,0
5706004,0
5712002,0
5718003,0
5724002,0
5730001,0
5736004,0
5742003,0
5748004,0
5754001,0
5760001,0
5766005,0
5772001,0
5778002,0
5784000,0
5790000,0
5796005,0
5802005,0
5808000,0
5814004,0
5820004,0
5826002,0
5832002,0
5838002,0
5844005,0
5850002,0
5856001,0
5862005,0
5868003,0
5874005,0
5880001,0
5886002,0
5892005,0
5898003,0
5904005,0
5910002,0
5916003,0
5922004,0
5928002,0
5934001,0
5940004,0
5946001,0
5952005,0
5958001,0
5964005,0
5970002,0
5976002,0
5982002,0
5988002,0
5994002,0
6000001,0
6006002,0
6012003,0
6018002,0
6024001,0
6030006,0
6036000,0
6042005,0
6048004,0
6054003,0
6060002,0
6066003,0
6072002,0
6078002,0
6084004,0
6090003,0
6096001,0
6102002,0
6108005,0
6114005,0
6120005,0
6126004,0
6132003,0
6138003,0
6144002,0
6150005,0
6156005,0
6162004,0
6168005,0
6174001,0
6180001,0
6186005,0
6192004,0
6198002,0
6204001,0
6210001,0
6216001,0
6222002,0
6228009,0
6234006,0
6240001,0
6246001,0
6252005,0
6258003,0
6264002,0
6270003,0
6276003,0
6282003,0
6288003,0
6294002,0
6300001,0
6306005,0
6312004,0
6318003,0
6324003,0
6330001,0
6336005,0
6342005,0
6348005,0
6354005,0
6360002,0
6366004,0
6372004,0
6378001,0
6384002,0
6390004,0
6396003,0
6402005,0
6408005,0
6414002,0
6420000,0
6426003,0
6432006,0
6438005,0
6444004,0
6450001,0
6456004,0
6462002,0
6468004,0
6474003,0
6480005,0
6486004,0
6492001,0
6498005,0
6504005,0
6510001,0
6516004,0
6522014,0
6528006,0
6534005,0
6540002,0
6546003,0
6552005,0
6558002,0
6564002,0
6570005,0
6576004,0
6582003,0
6588001,0
6594006,0
6600006,0
6606004,0
6612005,0
6618003,0
6624002,0
6630001,0
6636005,0
6642003,0
6648006,0
6654000,0
6660006,0
6666001,0
6672005,0
6678003,0
6684005,0
6690003,0
6696001,0
6702006,0
6708005,0
6714005,0
6720004,0
6726001,0
6732005,0
6738002,0
6744001,0
6750004,0
6756001,0
6762005,0
6768000,0
6774002,0
6780003,0
6786001,0
6792001,0
6798005,0
6804002,0
6810002,0
6816003,0
6822005,0
6828003,0
6834004,0
6840004,0
6846003,0
6852001,0
6858003,0
6864002,0
6870000,0
6876003,0
6882005,0
6888003,0
6894002,0
6900003,0
6906004,0
6912004,0
6918005,0
6924002,0
6930002,0
6936001,0
6942004,0
6948004,0
6954002,0
6960002,0
6966002,0
6972003,0
6978003,0
6984001,0
6990002,0
6996005,0
7002004,0
7008001,0
7014006,0
7020002,0
7026004,0
7032003,0
7038003,0
7044003,0
7050004,0
7056002,0
7062005,0
7068002,0
7074004,0
7080002,0
7086001,0
7092002,0
7098004,0
7104002,0
7110005,0
7116004,0
7122001,0
7128005,0
7134004,0
7140004,0
7146004,0
7152003,0
7158005,0
7164003,0
7170003,0
7176003,0
7182002,0
7188001,0
7194003,0
7200003,0
7206000,0
7212005,0
7218002,0
7224003,0
7230002,0
7236005,0
7242003,0
7248003,0
7254005,0
7260002,0
7266002,0
7272002,0
7278004,0
7284003,0
7290001,0
7296002,0
7302000,0
7308000,0
7314001,0
7320002,0
7326002,0
7332006,0
7338004,0
7344005,0
7350003,0
7356002,0
7362002,0
7368001,0
7374001,0
7380006,0
